Dist, px;Temp, gray values;;;;;;GV;Temp
1516,00;101,59;66,70;;;;;;
1517,00;101,66;66,75;;;;;;
1518,00;101,74;66,79;;;;;;
1519,00;101,81;66,83;;;;;;
1520,00;101,89;66,87;;;;;;
1521,00;102,52;67,21;;;;;;
1522,00;103,02;67,49;;;;;;
1523,00;103,06;67,51;;;;;;
1524,00;103,10;67,53;;;;;;
1525,00;103,06;67,51;;;;;;
1526,00;102,53;67,22;;;;;;
1527,00;102,21;67,05;;;;;;
1528,00;102,25;67,07;;;;;;
1529,00;101,89;66,87;;;;;;
1530,00;101,66;66,74;;;;;;
1531,00;101,73;66,78;;;;;;
1532,00;101,58;66,70;;;;;;
1533,00;101,13;66,46;;;;;;
1534,00;100,96;66,36;;;;;;
1535,00;100,75;66,25;;;;;;
1536,00;100,31;66,01;;;;;;
1537,00;99,96;65,82;;;;;;
1538,00;99,90;65,79;;;;;;
1539,00;100,01;65,85;;;;;;
1540,00;99,97;65,82;;;;;;
1541,00;99,99;65,84;;;;;;
1542,00;100,14;65,92;;;;;;
1543,00;100,30;66,00;;;;;;
1544,00;100,45;66,09;;;;;;
1545,00;100,05;65,87;;;;;;
1546,00;99,76;65,71;;;;;;
1547,00;99,91;65,79;;;;;;
1548,00;100,03;65,86;;;;;;
1549,00;100,11;65,90;;;;;;
1550,00;100,18;65,94;;;;;;
1551,00;100,26;65,98;;;;;;
1552,00;100,34;66,02;;;;;;
1553,00;99,98;65,83;;;;;;
1554,00;99,73;65,70;;;;;;
1555,00;99,85;65,76;;;;;;
1556,00;99,96;65,82;;;;;;
1557,00;100,08;65,88;;;;;;
1558,00;100,19;65,95;;;;;;
1559,00;100,31;66,01;;;;;;
1560,00;100,42;66,07;;;;;;
1561,00;100,27;65,99;;;;;;
1562,00;100,20;65,95;;;;;;
1563,00;100,35;66,03;;;;;;
1564,00;100,17;65,93;;;;;;
1565,00;99,81;65,74;;;;;;
1566,00;99,81;65,74;;;;;;
1567,00;99,96;65,82;;;;;;
1568,00;100,12;65,91;;;;;;
1569,00;100,80;66,28;;;;;;
1570,00;101,42;66,62;;;;;;
1571,00;101,04;66,41;;;;;;
1572,00;100,73;66,24;;;;;;
1573,00;100,88;66,32;;;;;;
1574,00;101,01;66,39;;;;;;
1575,00;101,05;66,41;;;;;;
1576,00;101,09;66,43;;;;;;
1577,00;101,19;66,49;;;;;;
1578,00;101,32;66,56;;;;;;
1579,00;101,29;66,55;;;;;;
1580,00;101,24;66,52;;;;;;
1581,00;101,28;66,54;;;;;;
1582,00;100,96;66,36;;;;;;
1583,00;100,52;66,12;;;;;;
1584,00;100,39;66,05;;;;;;
1585,00;100,65;66,20;;;;;;
1586,00;100,93;66,35;;;;;;
1587,00;101,01;66,39;;;;;;
1588,00;100,85;66,30;;;;;;
1589,00;100,75;66,25;;;;;;
1590,00;100,54;66,13;;;;;;
1591,00;100,32;66,01;;;;;;
1592,00;100,39;66,06;;;;;;
1593,00;100,98;66,38;;;;;;
1594,00;101,55;66,68;;;;;;
1595,00;102,04;66,95;;;;;;
1596,00;102,55;67,23;;;;;;
1597,00;102,66;67,29;;;;;;
1598,00;102,78;67,35;;;;;;
1599,00;102,89;67,42;;;;;;
1600,00;103,00;67,48;;;;;;
1601,00;103,51;67,75;;;;;;
1602,00;104,04;68,04;;;;;;
1603,00;104,12;68,08;;;;;;
1604,00;104,58;68,34;;;;;;
1605,00;105,00;68,56;;;;;;
1606,00;105,12;68,63;;;;;;
1607,00;105,27;68,71;;;;;;
1608,00;105,31;68,73;;;;;;
1609,00;105,35;68,75;;;;;;
1610,00;105,38;68,77;;;;;;
1611,00;105,42;68,79;;;;;;
1612,00;105,46;68,81;;;;;;
1613,00;105,25;68,70;;;;;;
1614,00;105,07;68,60;;;;;;
1615,00;105,15;68,65;;;;;;
1616,00;105,23;68,69;;;;;;
1617,00;105,80;69,00;;;;;;
1618,00;106,38;69,32;;;;;;
1619,00;106,46;69,36;;;;;;
1620,00;106,53;69,40;;;;;;
1621,00;106,61;69,44;;;;;;
1622,00;106,69;69,48;;;;;;
1623,00;106,76;69,52;;;;;;
1624,00;106,84;69,57;;;;;;
1625,00;106,89;69,60;;;;;;
1626,00;106,99;69,65;;;;;;
1627,00;107,07;69,69;;;;;;
1628,00;106,69;69,48;;;;;;
1629,00;106,33;69,29;;;;;;
1630,00;106,44;69,35;;;;;;
1631,00;106,56;69,41;;;;;;
1632,00;106,67;69,48;;;;;;
1633,00;106,66;69,47;;;;;;
1634,00;106,60;69,44;;;;;;
1635,00;106,68;69,48;;;;;;
1636,00;107,06;69,68;;;;;;
1637,00;107,42;69,88;;;;;;
1638,00;107,67;70,02;;;;;;
1639,00;107,98;70,19;;;;;;
1640,00;108,06;70,23;;;;;;
1641,00;107,18;69,75;;;;;;
1642,00;106,21;69,22;;;;;;
1643,00;106,77;69,53;;;;;;
1644,00;107,37;69,85;;;;;;
1645,00;107,44;69,89;;;;;;
1646,00;107,40;69,87;;;;;;
1647,00;107,01;69,66;;;;;;
1648,00;106,59;69,43;;;;;;
1649,00;106,15;69,19;;;;;;
1650,00;105,74;68,97;;;;;;
1651,00;105,85;69,03;;;;;;
1652,00;105,97;69,09;;;;;;
1653,00;106,03;69,12;;;;;;
1654,00;106,07;69,14;;;;;;
1655,00;106,10;69,17;;;;;;
1656,00;106,14;69,19;;;;;;
1657,00;106,56;69,42;;;;;;
1658,00;107,00;69,65;;;;;;
1659,00;107,00;69,65;;;;;;
1660,00;107,00;69,65;;;;;;
1661,00;107,16;69,74;;;;;;
1662,00;107,37;69,86;;;;;;
1663,00;107,41;69,88;;;;;;
1664,00;107,19;69,76;;;;;;
1665,00;106,28;69,26;;;;;;
1666,00;105,52;68,85;;;;;;
1667,00;105,56;68,87;;;;;;
1668,00;105,60;68,89;;;;;;
1669,00;105,18;68,66;;;;;;
1670,00;104,68;68,39;;;;;;
1671,00;104,72;68,41;;;;;;
1672,00;104,75;68,43;;;;;;
1673,00;104,79;68,45;;;;;;
1674,00;104,75;68,43;;;;;;
1675,00;104,34;68,20;;;;;;
1676,00;103,86;67,95;;;;;;
1677,00;103,89;67,96;;;;;;
1678,00;103,97;68,00;;;;;;
1679,00;104,44;68,26;;;;;;
1680,00;104,94;68,53;;;;;;
1681,00;105,36;68,76;;;;;;
1682,00;106,32;69,28;;;;;;
1683,00;106,91;69,60;;;;;;
1684,00;107,00;69,65;;;;;;
1685,00;107,00;69,65;;;;;;
1686,00;107,45;69,90;;;;;;
1687,00;108,75;70,61;;;;;;
1688,00;110,25;71,42;;;;;;
1689,00;111,45;72,07;;;;;;
1690,00;112,89;72,86;;;;;;
1691,00;115,33;74,19;;;;;;
1692,00;117,87;75,57;;;;;;
1693,00;119,39;76,40;;;;;;
1694,00;120,89;77,21;;;;;;
1695,00;123,58;78,68;;;;;;
